sentiment,title,desc,note_ip_location
2,"优衣库分享简简单单韩里韩气适合梨形长裙
","[星R]优衣库这么美的长裙都是谁在穿啊，挂在那那么久我一直没敢试过，昨天终于勇敢试穿了下，居然惊艳到我了，看着超级不适合梨形身材穿的长裙，居然很适合梨形穿
[星R]看起来平平无奇，穿起来大有乾坤也很好搭配，真的很显瘦，矮个子也能hold住的修身长裙
[星R]搭短袖，背心，衬衫都好看，高弹力AIRism面料，后面有开叉，透气凉爽，大家勇敢去试

","北京
"
2,"优衣库这波惊喜福利太顶啦 
","燃动青春为热爱发声家人们 优衣库·武汉校园论坛惊喜福利大剧透 
只需参加活动，就有机会免费拿到吉尼斯限定MyT勋章武汉定制饺子包优家惊喜礼包等精美礼品哦心动不如行动
⏰即刻锁定月2日1:0ZBJ，还有超多惊喜福利在等着你

","上海
"
0,"悲，优衣库饺子包放不下我的三折十骨伞
","刚到的饺子包啊
","江苏
"
0,"被学姐说像会计穿搭
","
","浙江
"
2,"优衣库你真的我哭死🫧夏日薄荷曼波色系绝了
","

","广东
"
2,"谁还没get到优衣库的工装裙现只要 
","货号：0
好喜欢优衣库这款休闲工装裙
简单搭个白T就能出门了裙子是我喜欢的长度
青灰色显的高级感
抽绳设计方便调节腰围松紧度裙摆后侧有开衩d非常便于活动喜欢的宝子们快冲

","江苏
"
2,"优衣库bra背心+半身裙，很简单很基础很舒适
","浅浅换了个发型
高低是个素颜出镜，懒女一枚
上身效果供宝宝们参考














","重庆
"
1,"东京优衣库还有这件短袖吗
","
","日本
"
1,"努力做一个中老年穿搭博主
","上衣，裤子，包包均来自优衣库
","山东
"
1,"这肌肉是蛋白粉吃出来的吗？
","去优衣库试衣服的时候拍了这个照片，发给老妈看，第一句话就是呃。。你还在吃那个蛋白粉吗，那玩意伤身体诶。所以女生锻炼完偶尔吃点蛋白粉肿么了嘛还有我的肩膀后束缺块像样的肌肉
（头发炸了，请自动忽略）
","北京
"
2,"果然优衣库打折衣服才是打工人的king👑
","👏好不好看不说
😪打折款尊让打工人欣慰
毕业大学生恨恨爱了

","浙江
"
1,"优衣库法式衬衫黑底蓝色印花搭配黑裤子
","
","甘肃
"
1,"COS包包极限四选一
","COS这个包大概是对标优衣库的饺子包吧，真的好好看，每个颜色我都好爱，不知道该留哪一个
银灰色那个其实是镭射的反光面料
 

","匈牙利
"
2,"优衣库衬衫搭配男生穿搭小众高级夏装推荐
","
叠穿小技巧夏季男生衬衫穿搭短袖衬衫
夏季必备的短袖衬衫，无论是学生党还是上班族都可以穿搭的单品，百搭好看，日系简约风文艺感满满
🍊衬衫可以采用叠穿的方式，快速达到吸睛的效果，不仅能提升气质，还能显瘦遮肉🍀
下半身可以选择一条工装短裤或牛仔短裤。如果怕晒怕招蚊子咬，也可以选择长裤哦再戴上一顶帅气的帽子 就完美了这简直就是日系cityboy的标配®啊
💯如果你害怕热或者不喜欢叠穿，那就直接单穿吧这个夏天，少年感衬衫真的是男孩子们的必备单品快来试试吧
10男生衬衫ootd夏日穿搭日系1男友穿搭改造短袖衬衫1男生穿搭ootd衬衫110男生夏季穿搭干净夏日短袖衬衫衬衫设计感少年感白衬衫夏季穿搭11男生短袖推荐男生穿搭10夏衬衫配

","福建
"
2,"🇫🇷巴黎出闲置
","回国出清，优衣库摇粒绒外套
特别舒服保暖，当外套内搭都很好看
e
 
请私信沟通
地址：四号线终点线BagneuxLucieAubrac自取

","法国
"
2,"1套优衣库微胖通勤穿搭
","哪套好看？苹果型身材穿搭小tips：
黑色显瘦YYDS
衣服合身，太宽松的衣服不显瘦，特别是大的朋友千万不要选宽松且短的上衣
 
身高1米以下的亲们，尽量穿有点高跟的鞋
 
可以穿件既舒适又束腹的束腹裤，穿了束腹裤后感觉吃东西都少了
 
不同款式的衣服要搭配不同的内衣，如衬衣和卫衣，大的亲可以选择不显型，有缩小效果的内衣，而针织类或合身T可以穿正常显型的内衣。
自信永远都是自己最好的气质。
 

","广东
"
2,"优衣库哈利波特欢迎来霍格沃茨魔法学校
",".2
四大学院你坠爱哪个

","广东
"
0,"拜托别再去优衣库买高弹力运动短裤了 
","线下要一两百的高弹力运动短裤我们源头工厂不到六十就能体验同样的快乐0
 
运动girl/boy一定不要错过这款真的太好看太好穿了同样的吸汗速干材质，清爽舒适又透气
 
裤脚也是采用热压工艺，穿再久也不担心走线跑线问题，口袋拉链更是用了ykk的，细节控也可以大胆入
 
档部立体剪裁上身更舒适日常穿搭运动户外都是不戳的选择
 

","浙江
"
1,"🍋
","春天愉快来体验公园20分钟效应啦
 

","山东
"
0,"这个衬衫真的好看哎就是有点贵
","降价再买吧
","上海
"
2,"这张米奇海报也太酷了吧
","在淮海中路优衣库四楼看到了这张米奇的大海报，瞬间觉得心动，坐上电梯合照
","上海
"
1,"2.出优衣库短袖，需要的姐妹dd
","#
","山东
"
2,"优衣库的这顶帽子真的太酷啦
","
","浙江
"
2,"原来优衣库这样买会更划算啊
","优衣库员工免邮万能
微信扫进入小程序购买即可享受包邮哦
保存保存保存图片随时想买随时扫
扫后进入优衣库官方小程序输入你想购买的商品的吊牌上开头的六位数货号加入购物车到最后结算页面才会显示免邮费新人注册会员还有满00减20的优惠卷会员生日当月还有满00减0的优惠卷还有专享会员优惠价
哦
","广东
"
2,"原力，与你同在
","月22日×上市了
这次的优衣库联名STARWARS带来新的UT系列
这次的UT选用的是重磅的面料
机洗不易变形，拥有版型
是日常穿衣出门的好搭档

","广东
"
1,"优衣库杂志
","
","北京
"
1,"学生党如果买不起u家这家平替是完全可以的
","平替真不错透气舒适性价比高
","江苏
"
2,"一米五，优衣库迪士尼联名T随性少年感
","
","上海
"
2,"绝美夏天吊带裙
","优衣库我劝你不要太过分
俘虏朕的芳心

","广东
"
1,"日本教授春天日常穿搭英国学生
","贝雷帽：同事给我的礼物
夹克：优衣库xJWA202秋冬
卫生衣：1
领带：嵨瑞斯工作室2
衬衫：MUJI
裤：在英国买的TwistMill1000
皮鞋：我老婆的生日礼物Berwick
Redwing红翼
","上海
"
1,"日本教授春天日常穿搭经典Ivy
","贝雷帽：加纯旗舰店2
夹克：优衣库xJWA202秋冬女装
领带：嵨瑞斯工作室2
衬衫：vintageMitsumine
裤：优衣库UniqloU2021春秋女装2
皮鞋：Berwick我老婆送个给我的生日礼物
Redwing红翼
","上海
"
2,"谁懂真的很喜欢
","优衣库的这个半裙，买了好多年了真的好喜欢，后悔后面看见清货没有再买两条
巨有垂感，料子也很柔
","广东
"
2,"10优衣库简单显白连衣裙测评 
","真的很喜欢这个颜色
最近胖了一丢丢，所以搭个衬衫
觉得更喜欢了
好温柔的气质呀

","湖南
"
2,"值得入手的衬衫背心来咯
","本周优衣库捡漏推荐 
 
▫螺纹背心s

根据以往经验，经典黑白灰色这个价格可以入手，其他颜色可以蹲抄底
 
▫盐系棉质衬衫
1
是我非常喜欢的一款棉质衬衫，去年入了白色和蓝色。今年抄底价入了米色很划算。
 
dunst衬衫
很喜欢今年出的“walkinlove”系列，街头慵懒随性的风格，被海报图吸引了入了两件
 
▫天蓝色格纹xs
偏厚，适合春季或初夏。搭配白色背心随性清新。
 
▫白色格纹s
轻薄透肤，适合夏季。朱珠穿过这款连帽款很美。
 
（后附上身及海报图）
 

","海南
"
2,"日式简约风
","这两张还挺好看的
","广东
"
1,"优衣库换尺码
","上周买的，尺码是1/2A。
试穿的时候觉得尺码还行，就把吊牌扯了，结果穿出门觉得腰大了，裤腿也长了一点点
想换10/A，颜色最好也是烟灰色。有没有买小了的姐妹换一换
","浙江
"
1,"一个DIMOO优衣库联名
","一个DIMOO优衣库联名，全新未拆盒

","上海
"
2,"优衣库求求你擦擦镜子吧
","好久没逛优衣库了
现在的风格也太lemaire了吧
松弛感轻松拿捏






","上海
"
1,"山姆月21日特价/新品合集
","欢迎关注本账号，我们会：
家居灵感/美物分享
优衣库迪卡侬muji山姆等常见品牌的特惠分享
南宁宜家特价商品分享支持可持续发展让家具重获新生
每天0秒，一起把生活过得美美哒

","北京
"
0,"无语了
","我过年的时候在广州太古汇优衣库买了几件衣服，回北方还没穿呢就降价了
","辽宁
"
2,"优衣库打折啦T恤版型狠不错
","广州暴雨⛈也要出去逛T恤有好价。同款还有很多颜色尺码可以挑。
","广东
"
1,"优衣库.21号永久降价单品
","
","福建
"
2,"准备交钱冲优衣库了王国之泪
","血月猪猪不错大合照也不错呀哈哈也可以都好好看
不知道买哪件了.2发售

","日本
"
1,"优衣库捡漏
","复制粘贴XFN
","重庆
"
1,"想买衣服了
","
","四川
"
1,"出优衣库和gap闲置啦大家可以来看看哦
","除了优衣库夹克是xl码剩下的都是l码哦
","内蒙古
"
1,"优衣库马甲几乎全新000日元日本自提
","优衣库超轻马甲，黑色，L码
 
买来基本没穿过，几乎全新，000日元出

","日本
"
2,"针织配背心优衣库yyds百搭
","优衣库的方圆领背心太好穿了
黑色白色两个最百搭的颜色我都入手了
自带胸罩超级方便
料子很薄特别透气
搭针织开衫衬衫都超级好穿的

","辽宁
"
1,"优衣库半裙（海口出闲置）
","海口出闲置，优衣库半裙，1实体店入，现出，没穿过，新，尺码不合适与其放衣柜落灰不如有偿出掉，给有用的朋友
","海南
"
1,"春日ootd挑战四百元搭三套
","挖掘到一个宝藏女装品牌店名：三川一禾
 
兼具优衣库的性价比与COS的设计，价格与款式都深得我心

","河南
"
2,"ootd是春天呀
","腿型不好看
不在乎
自己穿着高兴就好 
优衣库裙裤可以穿起来啦
这是我最喜欢的穿搭模式长袖+短裙或短裤

","天津
"
2,"银他妈一生推
","发黄了也不舍得丢谁懂啊
","浙江
"
2,"优衣库的田园氛围
","我又来优衣库了哈哈哈哈
I人拍照来优衣库就对了
有点田园风那味儿了
 
不得不说优衣库的衣服就是舒服😌

","山东
"
1,"优衣库新款一定会打折系列
","我说一定会打折，不是你们认为的优衣库肯定会打折，实际上很多合作款因为库存少，款式好，没到打折就售罄了。
我认为会打折，是因为我试穿以后不好看，我作为一个皮肤黑，脖子短，肩背厚，没有锁骨，膀子圆，腰粗，小腹凸出，腿短的人，大部人普通人至少都有那么12个这类的身材缺陷，所以我试穿不好看的，就意味着大部分普通人穿都不会好看。所以我认为的打折是有依据的。以下是我试穿过的，其他没试穿的不做评判了。
P1:纯棉的罩衫，面料非常轻薄柔软，但是肩膀圆润，肩背厚的姐妹就算了，显得虎背熊腰，这款库存很多，后面保守到1，很大可能是的价格
P2:看到那个袖口有多大了吧，然后这款但凡有一点小肚子，腰粗的都穿不好，后面保守到1，甚至1的价格
P:这款就没啥特点，袖口大，然后也没什么特点，扎裤子里面穿挺好，但是下摆太长了，到1没问题。
P:这款就是如果你不是那种一点赘肉的身材，就穿不好，所以这款至少到2，很大可能要到1的。
P:同P，没有优越的肩背和瘦胳膊以及平坦的小腹，就不要考虑了。后面应该会是11的价格
P:这个裤子，容易皱，虽然我觉得不是什么缺点，但是很多人就好像很怕皱，重点是，这款腰粗的人就不要考虑了，因,腰细，臀围大，腰腹的包裹性很差，梨型身材可考虑。后期估计在1
P:这个裙子也是被吹爆的，但是，真的肩背厚实的，膀子圆润，腰粗的，就别考虑了，适合直角肩的妹子。这款库存挺多，到1没压力。
P:C系列这些就不用说了，现在都在降价了，这些衣服都适合纸片人身材。
P：又是个被吹上天的白月光裙子，不是纸片人，没有锁骨就别考虑了。现在都1了，放心，还会降，1不是问题
P10:这款和P2一样，还是蝙蝠袖，活动还不方便，估计后面11的价格。
其他非合作款的，就不说了，大部分都会有0100元的降价。不过我还是那句话，优衣库整体价格不高，材质也很好，就按照原价来说，性价比也很好了，喜欢就买，不用蹲降价。
 

优衣库UNIQLO优衣库成长营优衣库UNIQLOAUSTRALIA
","安徽
"
1,"左还是右
","
上衣：MaisonKitsune男女同款s
裙子：优衣库工装裙0m偏大一码穿着更帅气
鞋：Fendi这双老花深得我心，可以搭配老钱风，鞋舌有点儿扎脚，鞋底很舒服
ASICScn不用说了，脚感好到跑一千米无压力

","北京
"
2,"优衣库让我做回小孩🎡
","谁能想到我还适合穿这个碎花裙
","广东
"
1,"优衣库你lemaire啊？
","五色亚麻衬衣






","湖南
"
2,"1/110不到00拿下一套甜妹穿搭
","一套都是优衣库童装
码数都是10
 裙子颜色炒鸡夏天
一秒加入氛围感甜妹阵营
","陕西
"
2,"北京三里屯优衣库吉尼斯挑战送徽章啦
","潮T市集上，优衣库带来了众多春夏新品，每一件都充满了设计感和时尚感。从简约的基础款到独特的印花设计，从舒适的棉质面料到时尚的剪裁，优衣库的潮T无疑满足了年轻人对于时尚和个性的追求。现场上新了好多与名侦探柯南的联名款，我身上这件（图一）就是新品，价值元，好好看
","北京
"
2,"优衣库赵昭仪穿搭，打开了我的新思路
","蓝色真的泰好看辣
","江苏
"
1,"日本优衣库hellokitty定制拼拼
","有没有家人拼拼这个t朋友.2回我买一两件不太好意思朋友跑一趟

","韩国
"
1,"优衣库女装连衣裙限时降价
","
","浙江
"
2,"优衣库新款
","裤裙还可以
","湖北
"
2,"优衣库JWA春夏新款试穿
","西装和包不错，所以在上市第三天去店里，包就只有白色了。

","上海
"
2,"运动装备要更新
","优衣库新款速干衣好看很显身材
","广东
"
1,"优衣库防晒衣
","优衣库防晒衣，货号:02
防晒日光紫外线UPF0+，组隔率＞%
给肌肤有效防护。
特别颜色只要1，
扫描二维码进入官方小程序，尺码齐全且免邮


","四川
"
2,"在宁波去路过一下
","前几日在月湖公园附近拍的.
 
优衣库的这衬衫我真是穿不腻.

","浙江
"
1,"睡衣套装来啦
","
","江苏
"
1,"每天都要开心呀
","
","上海
"
1,"成长记录小盆友优衣库打工记
","
","陕西
"
1,"优衣库幼儿短袖好可爱欧
","新品的幼儿短袖好可爱啊感觉随便搭配一下都可以很好看喜欢的可以微信扫最后一个码看看免you欧
","江西
"
1,"种草几件优衣库裤子，蹲降价
","图一图二：优衣库u系列工装七分裤
图三图四：优衣库cdc系列麻混纺打褶窄口裤
 
试穿小结：
尺码：cdc尺码偏大。试穿u系列的s码正好，cdc的s码腰围大了不少。
面料：cdc的麻混纺更柔软舒服，易皱。u系列面料硬挺，能保持裤型。
 

","北京
"
1,"山姆月21日特价/新品集周末快乐
","一般周末就真的是非常多特价和新品的，买过的宝子求分享一下产品体验
大家周末愉快啦

每天0秒，好物好价抢先get
特惠信息日更：优衣库/山姆/宜家/迪卡侬/无印良品等常见品牌
一起加油把生活过得美美哒

","北京
"
1,"优衣库丨春天就该有个春天的样子
","
","山东
"
2,"喜欢优衣库风衣的宝在哪里
","置顶有馬可以下单哦
M/L的宝子们不要犹豫啦
库存有限
0天内吊牌在可退换货的
好看的风衣不多一定要把握机会
","广东
"
2,"巨说今年吉伊卡哇比较火？
","优衣库今年的新品童装吉伊卡哇真的巨可爱巨好看成人的我都想把所有颜色都带回家h可以来试试看哟
","江西
"
1,"讨厌下雨天
","
","江西
"
2,"啊啊啊真的好喜欢优衣库这上衣这样搭配
","就这样简约好看的诶

","福建
"
2,"优衣库一周极简通勤穿搭简单穿也很帅
","今年夏天来得特别早啊

","广东
"
2,"兄弟姐妹们今年的优衣库防晒衣真洋气冲
","风格是可以多变的，帽子是可以收到衣领里，下摆可收伸调节背后有网眼兼顾轻薄透气，出了汗也不会闷闷的，上身真的很惊艳

#每日穿搭潮流薯时尚薯时髦
","日本
"
2,"优衣库湖绿色防晒衣码住
","
","湖北
"
0,"优衣库神裤，实在是hold不住
","劝10左右的姐妹就不要尝试这条神裤了又长又宽，穿出了侏儒的感觉巨踩累
","荷兰
"
1,"女装休闲工装裤会员限定1元哦
","活动时间.1.2号货号

","上海
"
1,"优衣库色系yyds
","个人写真样本风优衣库
简单的呈现一个人的气质最直接的方法就是穿搭
 
模特ko_xin
摄影mark.guixian
化妆SophieLuk化妆师
影棚PreciouspaceStudio

","马来西亚
"
1,"优衣库拍照
","
","重庆
"
1,"U家哈利波特UT即将上新
","
","上海
"
2,"优衣库超值精选来了
","降价啦快来看看呀
","广东
"
1,"优衣库西装裤12米色S码有人要吗
","12米色S码（吊牌应该是掉了重新打印的）
0t恤S码
原价邮费自理，没人要就退回门店了

","江苏
"
2,"优衣库背心你真的
","我爱鼠
真嘟巨显瘦每个颜色都好看极了
","广西
"
2,"ootd优衣库樱桃套装我们也入手啦
","这套衣服真的太太太可爱啦
还没等打折就入手了
女宝宝穿着真的甜度爆表
太适合夏天啦
 

","广东
"
1,".21优衣库瑕疵品更新
","
","山东
"
2,"优衣库短袖Hi胡迪
","路过盯住可爱舒适显白没话说拿下
时尚薯
","广东
"
1,"什么优衣库又开始搞事情啦 
","
","北京
"
2,"优衣库试衣间光线别太好
","每次进去都没买衣服，全kuku，哈哈哈
","天津
"
1,"优衣库不懂就问
","
","福建
"
1,"捡漏优衣库三丽鸥卫衣
","三丽鸥卫衣了喜欢可以入
货号
(粉色)尺码不全
(黑色)尺码齐全
(紫色)尺码齐全
 
置顶包友

","广西
"
2,"🇭🇰优衣库×Hellokitty0周年联名裤
","优衣库真的是太好买
Chiikawa乌萨奇超级无敌好看
现在又来Hellokitty太好看啦
喜欢的宝子冲
","广东
"
1,"优衣库格子衬衫牛仔破洞短裤匡威高帮
","




","浙江
"
1,"很难以理解在工地边的优衣库巡展
","很难以理解在工地边的优衣库巡展
以下是AI的文字我不理解
  #优衣库202春夏新品巡展# 
亲爱的小红书家人们，夏天的脚步越来越近啦
优衣库202春夏新品巡展，即将开启一场时尚的盛宴
轻盈的面料，清新的配色，每一件新品都散发着春日的活力和夏日的热情。🌷
 无论是简约的T恤，还是优雅的连衣裙，每一款设计都充满了时尚感，让你在人群中独树一帜。 
👠搭配上一双舒适的凉鞋，或是时尚的运动鞋，无论是休闲还是正式场合，都能轻松驾驭。👡👟
      
","北京
"
2,"优衣库泡泡玛特好可爱
","
","湖北
"
1,"优衣库StarWars
","以《星球大战》系列的标志性海报图案为主题，带来特别合作系列
图二：12
图三：12
图四：12
图五：11
图六：12

","上海
"
1,"优衣库Hellokitty
","银座定制的多了一件XL#[话题]#Kitty
","浙江
"
2,"Jwanderson优衣库
","终于有空来店里试一下Jwanderson的新联名款
一眼就看中这两件，
藏青条纹短袖的这款我更喜欢，材质是那种网眼透气的，穿上其实比摸着舒服，
其次这件彩虹的，图案好看，上身效果也，
但是材质穿着有点透，没有那么匹配这个价格，喜欢的可以等降价入
 
穿的两件尺码都是：L

","山东
"
1,"优衣库月22号上新啦，快来看看吧
","在广阔的宝可梦世界里，通过冒险找到你的宝物吧。
宝可梦是一种遍布在天空大海森林街道中的神秘生物。宝可梦的全新动画作品描绘了与宝可梦相遇并成长的故事，而本次UT系列是与宝可梦的全新动画作品联动的企划，透过皮卡丘和各种宝可梦的特别设计，带给你仿佛置身在宝可梦世界中冒险的体验。
短袖材质百分百棉，舒适吸汗不闷热，有趣的印花，宝贝穿着舒适一整夏，尺码从110到10，男女宝贝都可穿。
短裤做了侧兜，隐形更舒适美观，松紧腰可调节，100%棉质更安心，尺码11010可以单穿也可以和宝可梦短袖叠穿。
喜欢的宝宝可以评论区留言哦
","陕西
"
1,"怀旧QQ非主流优衣库
","选择困难症设计师
衣服很容易搞成杀马特风QQ头像
时尚前线
","广东
"
1,"裸辞做全职画师收支记录day
","支出
优衣库：21
打车：.21
买回头草的东西：1++1.=2.
公交：1
流麻：2
kfc：1.1
 
收入
稿件10
 
月结余：10.
 
今天去个朋友做了手工，因为一开始没电话问清楚，不是设备坏了就是不支持跑了三家店才做上，然后一直做到晚上
然后回家画了一下稿，好累，睡觉
","北京
"
2,"优衣库基础款背心 啦
","货号：
简约基础大气。

","河南
"
2,"优衣库三人拍照姿势
","优衣库很出片
","安徽
"
1,"优衣库新品
","合作系列童装最大10
可扫下方二维码购买

","浙江
"
2,"短背心，各种颜色
","
","重庆
"
1,"打工人周末优衣库穿搭
","
","北京
"
2,"亨利领圆领竹节棉T恤
","
","重庆
"
2,"芋泥牛奶冰好冰呀
","和朋友在五一广场的一天
优衣库光线好好拍
鲜芋仙芋泥冰好好吃
我们好好美丽

","湖南
"
2,"工装裤穿搭超级火   推荐
","
","重庆
"
2,"只要即可穿上这款竹节棉T恤
","
","重庆
"
2,"女装工装神裤直降100
","
会员限定活动，上身搭配T恤，防紫外线设计，工装神裤，真的不要太好穿了家人呢们，我已经入手了，还在观望的可以入手了，这次优惠活动还这么大，等下一次活动就不知道要好久了，这次是限时活动，限时活动，限时活动哟
","重庆
"
2,"allblack
","
优衣库这个带胸垫的背心恨不得买10件
","广东
"
1,"优衣库女装纯棉大师TSUPIMACOTTON圆领T恤
","收大师t，最好是改地址
","海南
"
2,"优衣库×JWA联名款T恤我是真的爱了
","款号:0
珠地网眼面料的质感真的挺不错的，穿起来自带挺括感，面料会比平纹针织布厚一点，带有快干属性，不过质感确实是不错。版型是微宽松的。穿起来是真的挺好看的。

[话题]

","浙江
"
1,"今天穿什么
","极限四选一，太难选了太难选了
","山东
"
2,"女孩子的东西太可爱了吧
","优衣库联名款迪士尼
真的很好看

","四川
"
2,"点淘+优衣库00
","优衣库直播间价格折上折，不允许还有人不知道点淘
 

","四川
"
2,"解锁封神新品优衣库U这件平替纯欲T超值
","
","浙江
"
0,"我在优衣库被耍的哑口无言
","事情的起因是想买条新裤子，优衣库官网小程序下单一条规格10，价格1，货号1。回家一试，长短正好，裤腰有些肥，遂找裁缝改了裤腰，改好后穿了一天才感觉到所谓“长短正好”是立裆长，裤腿短(学名裆内裤长，后来才知道)，也就是俗称大裤裆，由于已经改过裤腰，没法退换了。
也好办，不是裤腿短么，再买条规格1的同款再把裤腰改瘦，立裆改短不就行了。是这么想的也开始这么做，三天后规格1的收到，发现依旧裤腿短，出于好奇，用尺量了一下所谓裆内裤长，竟然一模一样
找客服，客服晒出一张表，意思是规格没毛病，就是这么设计的，不是质量问题，怪你自己没看仔细，怪你自己挑的不专业如图，发现了问题。规格从1至最大的1，裆内裤长竟然全都一样1.，只是立裆和肥瘦有所不同。感情我选规格选了个寂寞。在这里，我真想问问优衣库设计师，你认为身高1的人跟身高1的人，区别在于腰围和立裆，跟腿的长短没有关系么？还是你知道有区别，只是你再糊弄工作，应付差事？
","辽宁
"
1,"咖啡探店日新买的连衣裙真的很muji
","优衣库博主今日不穿优衣库
竖条纹连衣裙简单的款式却不失设计感
通勤五一出游探店都好可
喜欢

","广西
"
0,"逛街
","优衣库好逛爱逛：D
草帽1太贵了啦
","广东
"
1,"优衣库最新限时降价商品来啦
","优衣库最新限时降价商品来啦

","广东
"
1,"优衣库
","s码哦
","广西
"
2,"优衣库又恢复了
","蹲的这款短袖蹲到准备去买了哈哈结果去晚啦但是试了试上身效果，尊嘟很好看最后拿下了蓝色
","山东
"
2,"终于凑齐一期优衣库蓝色小狗啦
","家门口的电影节逛一逛
陈思诚导演的私人露台小蹭一下
在甲板ONDECK咖啡挺好，河边增加了新植物，连绵的蛙叫有了一瞬间的静气。是开心的。
","北京
"
1,"完了又是断码爆款优衣库你强的可怕
","果然好看的都会断码我哭死[失望R]
一个一片式的连衣裙不挑身材
可以拍小一码的一片式包容性比较强
肩头的抽绳小小的设计感很喜欢
在门店看到这款有两个花色
还有一个蓝碎花款果断试了牛仔色的
感觉还是牛仔色更百搭一些
上身试了S码比较宽松XS会更合适
薯队长时尚薯
","安徽
"
1,"这阿侬区还是给我闯进来了🫰
","
","广东
"
2,"优衣库连衣裙这样穿也好看喔
","优衣库新款连衣裙搭裤子穿感觉也蛮好看的嘞
","未知
"
2,"优衣库泡泡纱松紧裤
","昨天在门店买了一条橙色，m码没有绿色了
今晚穿上
果断下单第二条
太舒服了，不闷热
等降价再买两条屯  
孕期的姐妹也可以穿这个，很轻便的款式#
","广西
"
2,"衬衫
","的衬衫，这质量放在优衣库不得2，哈哈
","安徽
"
1,"成长小盆友优衣库打工记
","
","陕西
"
1,"闲置优衣库羊毛裙子00一条全新未穿
","#
尺寸见最后一图
买来没穿
","日本
"
2,"小微胖女生冲 这件优衣库背心超推荐
","我宣布这件背心在我心里封神
买过各种牌子的背心，要么太紧身不舒服，要么露副乳显胖，要么长到怀疑人生还显肚子胖，真的从未想过，小又肚子有肉的情况下，能单穿背心上街。
/
优衣库这件短款背心做到了
长期主义可无限回购，配什么衣服都好看 
/
自带垫，不怕肩带老是露出来的烦恼，夏天穿也不热。尺寸也把握的很好，不会空杯尴尬。
/
短款设计，这个长度刚刚好，把视觉留在腰腹较细的位置。只要合理搭配高腰裤，就可以遮住胖胖肚子，显得腰变细很多。
/
领口设计对肩宽星人包容度高，不觉得自己太过魁梧。
/
颜色选择真的是很多，有点眼花缭乱，先入手三个保守色。夏天要到了，坐等它打折 ，蓝色绿色也都很显白哦。勉强算个缺点，对选择性障碍人群不够友好。
","上海
"
0," 对比优衣库我才发现这款防晒衣有多值
","不要花几百 买这款防晒皮肤衣
找到源头工厂，才几十 ，性价比太高了
022
夏季必备的防晒皮肤衣，面料采用轻量化的锦纶材质，防风防水抗uv，连帽设计日常通勤户外运动都合适
经典百搭的基础版型，一点也不挑人

","未知
"
2,"优衣库衬衫套装搭配男生初夏穿搭复古痞帅
","
夏日☀来临，就是要穿得干净清爽一些
🙋♂本期整理的穿搭也是近期搭配的look，相信总有一套适合你
 简单干净又有自己的风格
 略带宽松的慵懒质感
📖休闲+帅气+实穿+日常
妥妥的日系男孩上线了
这种随便穿穿就很出彩的真的爱了
不知道怎么穿的可以快来复制粘贴
💯春夏季衬衫外穿很合适，舒适度完全不用担心
👏今天特意整理了搭配师常用的种衬衫穿搭法，快来抄作业吧
10男生衬衫ootd夏日穿搭日系1男友穿搭改造短袖衬衫1男生穿搭ootd衬衫110男生夏季穿搭干净夏日短袖衬衫衬衫设计感少年感白衬衫夏季穿搭11男生短袖推荐男生穿搭10夏衬衫配男夏季

","福建
"
1,"get 优衣库和春天超搭配“禅意风”穿搭
","
","四川
"
0,"每天累死在优衣库今天上上班的第天
","今天又是崩溃的一天叠衣服真的太难了怎么也叠不整齐商返根本找不到店长让我用心去感受就能找到每天都要被店长说一个小时干湿拖两层太难了真的要累死了
","四川
"
1,"蹲1优衣库冲锋衣
","大数据踢我三克油
","四川
"
2,"优衣库男友入夏简单干净韩系cityboy真的帅
","
","河北
"
2,"优衣库春装好好看
","等不到打折也要入的优衣库，嫩黄嫩黄的简直了哈哈哈每件都是我的菜
","河北
"
2,"优衣库和H.M夏日新品都好好看
","优衣库hm最近衣服基础款都好好看呀
小裙子都好适合夏天
大家觉得哪个好看呢






","河南
"
2,"优衣库星球大战UT也太了吧
","今年的StarWars也太酷了以《星球大战》系列的标志性海报图案为主题，带来的特别合作系列 融合了创作新一代复古T恤的概念，快来pick你喜欢的图案
","福建
"
1,"优衣库吊带连衣裙
","这款你们买下来都多钱？
","河南
"
2,"JWA优衣库，我的穿搭灵感来啦
","202JWA联名真的抓住了春日的尾巴
这件条纹衬衫真的很适合公园森林游玩穿搭，最爱的还是要这条u系列的工装短裤，很舒服☁
 
衬衫：
裤子 ：1
内搭白T：1
袜子🧦：1

","上海
"
2,"优衣库干净清爽穿搭：JAW这件衬衫真的很好搭
","
","浙江
"
2,"简单舒服做自己微胖女孩的后宫哈哈哈哈哈
","优衣库UNIQLO

","陕西
"
1,"优衣库姐妹品牌
","上新了好多感觉穿不过来了

","广东
"
0,"UNIQLO优衣库JWA春夏上新
","周末路过淮海路旗舰店，必须去试一个优衣库的jwa上新这次上新相比官网图要好看很多
这天刚好穿了老款的JWA联名无袖半身裙作为内搭，虽然每年买新衣服，但能和旧款一起穿这样把闲置衣物利用起来也好呀罩衫和无袖衬衫和背心裙都好好搭，这件蓝色罩衫黄一白也不怕会显黑，加购等打折啦另外尝试了下背心裙和idlf系列半身裙的穿搭，想着把不同系列也来个混搭，走自己的风格就好啦还是更喜欢日系的穿搭方式
另外连衣裙和半身裙也很推荐哦，大码女孩针织真的拔草了

","上海
"
